Loc ID,Route,BMP,Start,EMP,End,K Factor %,D Factor %,T Factor %,AADT_1-AADT 2021,AADT_2-AADT 2040
100357,I 17,215.49,Exit 217A Rose Garden Ln,215.99,Exit 217B Deer Valley Rd,7,60,9.399850420501549,131034.0,179860.0
100358,I 17,215.99,Exit 215 Deer Valley Rd,217.1,Exit 217 Pinnacle Peak Rd,7,58,9.500192233756248,156060.0,214212.0
100359,I 17,217.1,Exit 217 Pinnacle Peak Rd,218.02,Exit 218 Happy Valley Rd,7,56,9.29989231462459,130937.0,179727.0
100392,I 17,218.02,Happy Valley Rd.,218.91,Jomax Rd,8,56,9.72278908788141,122506.0,168155.0
100393,I 17,218.91,Jomax Rd,220.94,Dixileta Rd.,7,54,8.398950131233596,113538.0,155845.0
100394,I 17,220.94,Dixileta Rd.,221.94,Sonoran Drive,9,52,7.132924118016988,112899.0,154968.0
100395,I 17,221.94,Sonoran Drive,222.97,Sonoran Blvd,9,57,6.953561381334855,98108.0,134665.0
100396,I 17,222.97,Sonoran Blvd,223.99,Carefree Hwy,9,50,12.016776948931811,104429.0,143342.0
100397,I 17,223.99,Carefree Hwy,225.54,Pioneer Rd.,8,57,10.455568588910376,63086.0,86593.0
100398,I 17,225.54,Pioneer Rd.,227,Daisy Mountain Rd.,7,52,9.785480021949693,78361.0,107560.0
100399,I 17,227,Daisy Mountain Rd.,229.1,Anthem Way,9,52,10.423713726188357,67404.0,92520.0
100400,I 17,229.1,Anthem Way,232.03,New River Rd.,10,58,10.943743633941864,51052.0,70075.0
100365,I 17,232.03,Exit 232 New River Rd - New River,236.01,Exit 236 Table Mesa Rd / F.H. 41,10,63,14.490891380489524,48251.0,75808.0
100366,I 17,236.01,Exit 236 Table Mesa Rd / F.H. 41,242.11,Exit 242 Rock Springs / Black Canyon City,6,53,14.138495836935256,43958.0,69063.0
100367,I 17,242.11,Exit 242 Rock Springs / Black Canyon City,244.38,Exit 244 Coldwater Canyon Rd - Black Canyon City,6,56,12.972972972972974,43660.0,69010.0
100368,I 17,244.38,Exit 244 Coldwater Canyon Rd - Black Canyon City,248.41,Exit 248 Bumble Bee Rd / Gowen King,7,55,12.695482475803688,37919.0,59936.0
100369,I 17,248.41,Exit 248 Bumble Bee Rd / Gowen King,252.53,Exit 252 Sunset Point Rest Area,7,60,13.000687217749855,40744.0,64401.0
100370,I 17,252.53,Exit 252 Sunset Point Rest Area,256.03,Exit 256 Badger Springs Rd,7,52,12.404712404712406,40404.0,63864.0
100371,I 17,256.03,Exit 256 Badger Springs Rd,259.37,Exit 259 Bloody Basin Rd,7,56,17.697656451197528,38830.0,61376.0
100372,I 17,259.37,Exit 259 Bloody Basin Rd,262.61,Exit 262 SR 69 North / Cordes Junction Rd,7,54,16.547344110854503,34640.0,54753.0
102331,I 17,262.61,Exit 262 SR 69 North/ Cordes Junction Rd,263,Exit 263 Arcosanti Rd,9,66,17.996077149395227,24472.0,38681.0
100373,I 17,263,Exit 262 SR 69 North / Cordes Junction Rd,268.94,Exit 268 Dugas Rd / Ormes Rd,12,55,8.458440131819845,30041.0,47484.0
100374,I 17,268.94,Exit 268 Dugas Rd / Ormes Rd,278.41,Exit 278 SR 169 South / Cherry Rd,6,56,18.316360689242046,28379.0,44857.0
100375,I 17,278.41,Exit 278 SR 169 South / Cherry Rd,285.54,Exit 285 General Crook Trl,11,58,15.85209182818522,35806.0,56596.0
100376,I 17,285.54,Exit 285 General Crook Trl,287.29,Exit 287 SR 260 - Camp Verde / Cottonwood,7,58,15.69819365618968,34711.0,54865.0
100377,I 17,287.29,Exit 287 SR 260 - Camp Verde / Cottonwood,289.98,Exit 289 Middle Verde Rd,7,51,12.89415545290219,34853.0,48097.0
100378,I 17,289.98,Exit 289 Middle Verde Rd,293.27,Exit 293 Cornville Rd - McGuireville,6,55,9.18757364140587,34797.0,55001.0
100379,I 17,293.27,Exit 293 Cornville Rd - McGuireville,298.99,Exit 298 SR 179 North,11,60,6.454884630709603,27607.0,43636.0
100380,I 17,298.99,Exit 298 SR 179 North,306.3,Exit 306 Stoneman Lake Rd,11,62,9.77849581225288,23521.0,37178.0
100381,I 17,306.3,Exit 306 Stoneman Lake Rd,315.58,Exit 315 Rocky Park Rd,7,51,12.331717824448035,24141.0,39203.0
100382,I 17,315.58,Exit 315 Rocky Park Rd,317.87,Exit 317 Woods Canyon / Fox Ranch Rd,7,58,16.564011409201772,24191.0,39284.0
100383,I 17,317.87,Exit 317 Woods Canyon / Fox Ranch Rd,320.5,Exit 320 Schnebly Hill Rd,7,58,15.997746185852982,23072.0,37467.0
100384,I 17,320.5,Exit 320 Schnebly Hill Rd,322.72,Exit 322 Pinewood Blvd - Munds Park,7,59,16.29718394248053,25035.0,40655.0
100385,I 17,322.72,Exit 322 Pinewood Blvd - Munds Park,326.2,Exit 326 Willard Springs Rd,7,59,15.196834817012858,25275.0,41045.0
100386,I 17,326.2,Exit 326 Willard Springs Rd,328.76,Exit 328 Newman Park Rd,7,50,16.651031894934334,25584.0,41547.0
100387,I 17,328.76,Exit 328 Newman Park Rd,331.1,Exit 331 Kelly Canyon Rd,7,58,16.71953941957467,25533.0,41464.0
100388,I 17,331.1,Exit 331 Kelly Canyon Rd,333.85,Exit 333 Kachina Blvd / Mountainaire Rd,8,51,21.424151343705798,22624.0,36740.0
100389,I 17,333.85,Exit 333 Kachina Blvd / Mountainaire Rd,337.39,Exit 337 SR 89A / Pulliam Airport Rd,6,59,15.946578040374199,32496.0,48240.0
100390,I 17,337.39,Exit 337 SR 89A / Pulliam Airport Rd,339.76,Exit 339 Lake Mary Rd,10,50,14.735851146306347,36116.0,53614.0
100391,I 17,339.76,Exit 339 Lake Mary Rd,340.05,Exit 340 I-40 (Exit 195),7,53,10.99768875192604,41536.0,61660.0
100401,I 17,340.05,Exit 340 I-40 (Exit 195),340.4,Exit 341 (to NAU),7,54,12.796759107563075,33571.0,49836.0
100451,I 19,0,SB 19 (1) - Nogales,1.18,Exit 1 Western Ave,7,51,7.1091766412767505,11028.0,16172.0
100452,I 19,1.18,Exit 1 Western Ave,2.95,Exit 4 SR 189 / Mariposa Rd,7,51,9.795496140685923,12567.0,18429.0
100453,I 19,2.95,Exit 4 SR 189 / Mariposa Rd,5.31,Exit 8 SB 19 (1),7,58,16.1065608376256,23686.0,34734.0
100454,I 19,5.31,Exit 8 SB 19 (1),7.72,Exit 12 SR 289 / Pena Blanca Rd,6,57,8.944648660167278,37542.0,55053.0
100455,I 19,7.72,Exit 12 SR 289 / Pena Blanca Rd,10.88,Exit 17 Rio Rico Rd,9,50,15.293356341673855,27816.0,40790.0
100456,I 19,10.88,Exit 17 Rio Rico Rd,13.96,Exit 22 Peck Canyon Rd,7,50,13.744367062679231,19528.0,28636.0
100457,I 19,13.96,Exit 22 Peck Canyon Rd,15.63,Exit 25 Palo Parado Rd,7,53,12.806591417821595,20997.0,30791.0
100458,I 19,15.63,Exit 25 Palo Parado Rd,18.13,Exit 29 Tumacacori Rd / Rock Corral Rd,7,54,12.712641336457168,19634.0,28862.0
100459,I 19,18.13,Exit 29 Tumacacori Rd / Rock Corral Rd,21.62,Exit 34 Tubac Rd,7,53,14.74210724466197,18593.0,27332.0
100460,I 19,21.62,Exit 34 Tubac Rd,24.82,Exit 40 Chavez Siding Rd,8,51,13.215128836204732,19909.0,29266.0
100461,I 19,24.82,Exit 40 Chavez Siding Rd,26.54,Exit 42 Agua Linda Rd,7,53,15.087851523858872,21229.0,31207.0
100462,I 19,26.54,Exit 42 Agua Linda Rd,29.99,Exit 48 Arivaca Rd,11,52,15.436998074484572,21293.0,31301.0
100463,I 19,29.99,Exit 48 Arivaca Rd,34.88,Exit 56 Canoa Rd,9,52,14.051128941966784,21436.0,31940.0
100464,I 19,34.88,Exit 56 Canoa Rd,39.46,Exit 63 Continental Rd,7,52,16.27714499664998,25373.0,35074.0
100465,I 19,39.46,Exit 63 Continental Rd,40.76,Exit 65 Esperanza Blvd - Green Valley,7,50,13.934259178385302,34347.0,47479.0
100466,I 19,40.76,Exit 65 Esperanza Blvd - Green Valley,43.25,Exit 69 SB 19 (2) / Duval Mine Rd,7,51,13.1551901336074,36001.0,49765.0
100467,I 19,43.25,Exit 69 SB 19 (2) / Duval Mine Rd,46.82,Exit 75 Sahuarita Rd / Helmet Peak Rd,7,54,16.915290998915534,41495.0,57360.0
100468,I 19,46.82,Exit 75 Sahuarita Rd / Helmet Peak Rd,49.62,Exit 80 Pima Mine Rd,8,50,18.43067382450944,43216.0,59739.0
100469,I 19,49.62,Exit 80 Pima Mine Rd,54.39,Exit 87 Papago Rd,7,52,20.227105274563343,46146.0,68758.0
100470,I 19,54.39,Exit 87 Papago Rd,56.9,Exit 92 San Xavier Rd,7,53,19.35871313672922,46625.0,69471.0
100471,I 19,56.9,Exit 92 San Xavier Rd,58.82,Exit 95 Valencia Rd,8,59,19.09239651702932,53173.0,73502.0
100472,I 19,58.82,Exit 95 Valencia Rd,60.85,Exit 98 Irvington Rd,7,55,13.319530710835059,76797.0,106158.0
100473,I 19,60.85,Exit 98 Irvington Rd,61.85,Exit 99 SR 86 West / Ajo Way,7,57,9.914834787931234,94757.0,130985.0
100474,I 19,61.85,Exit 99 SR 86 West / Ajo Way,63.09,Exit 100 I-10 (Exit 260),8,52,10.763984603918447,97947.0,135395.0
100499,I 40,0,California State Line - Topock,0.55,Exit 1 Topock Rd / Mohave Valley Rd,6,51,41.885050625372244,20148.0,33537.0
100500,I 40,0.55,Exit 1 Topock Rd / Mohave Valley Rd,2.99,Exit 2 Needle Mountain Rd,8,67,36.34191940174491,19256.0,32052.0
100501,I 40,2.99,Exit 2 Needle Mountain Rd,9.78,Exit 9 SR 95 South,4,100,53.847588264544996,16088.0,26779.0
100502,I 40,9.78,Exit 9 SR 95 South,13.14,Exit 13 Franconia Rd,5,54,39.9342778645693,18563.0,30899.0
100503,I 40,13.14,Exit 13 Franconia Rd,20.13,Exit 20 Santa Fe Ranch Rd,6,52,37.375169125700666,15521.0,25835.0
100504,I 40,20.13,Exit 20 Santa Fe Ranch Rd,25.18,Exit 25 Alamo Rd - West end of Yucca,8,55,54.22006472491909,15450.0,25717.0
100505,I 40,25.18,Exit 25 Alamo Rd - West end of Yucca,26.17,Exit 26 Ford Proving Ground Rd - East end of Yucca,6,55,44.172470978441126,15075.0,25093.0
100506,I 40,26.17,Exit 26 Ford Proving Ground Rd - East end of Yucca,28.75,Exit 28 Old Trails Rd,6,60,39.59667852906287,16860.0,28064.0
100507,I 40,28.75,Exit 28 Old Trails Rd,37.03,Exit 37 Griffith Rd,8,50,42.72196113298615,15746.0,26210.0
100508,I 40,37.03,Exit 37 Griffith Rd,44.32,Exit 44 Shinarump Rd,7,54,40.470681562768554,15127.0,25180.0
100509,I 40,44.32,Exit 44 Shinarump Rd,48.87,Exit 48 US 93 / SB40 (0) / Beale St - Kingman,8,60,48.978081411898664,17565.0,29238.0
100510,I 40,48.87,Exit 48 US 93 / SB40 (0) / Beale St - Kingman,51.69,Exit 52 Stockton Hill Rd,7,51,28.183193118442198,42316.0,64109.0
100511,I 40,51.69,Exit 52 Stockton Hill Rd,53.08,Exit 53 SR 66 / SB 40 (0) - Kingman,11,51,22.80621432713732,32763.0,49636.0
100512,I 40,53.08,Exit 53 SR 66 / SB 40 (0) - Kingman,59.65,Exit 59 D W Ranch Rd,8,50,29.9374298090807,24932.0,41500.0
100513,I 40,59.65,Exit 59 D W Ranch Rd,66.47,Exit 66 Blake Ranch Rd,7,51,21.248297124829712,27894.0,46431.0
100514,I 40,66.47,Exit 66 Blake Ranch Rd,71.98,Exit 71 US 93 - Round Valley,6,61,31.668868741172716,21949.0,36535.0
100515,I 40,71.98,Exit 71 US 93 - Round Valley,79.48,Exit 79 Silver Springs Rd,9,53,50.78205274574723,17518.0,29160.0
100516,I 40,79.48,Exit 79 Silver Springs Rd,87.59,Exit 87 Willow Ranch Rd,6,53,41.71763824740981,16022.0,26669.0
100517,I 40,87.59,Exit 87 Willow Ranch Rd,91.7,Exit 91 Fort Rock Rd,6,56,26.16909839132061,16038.0,26696.0
100518,I 40,91.7,Exit 91 Fort Rock Rd,96.03,Exit 96 Cross Mountain Rd,6,54,23.590001256123603,15922.0,25167.0
100519,I 40,96.03,Exit 96 Cross Mountain Rd,103.58,Exit 103 Jolly Rd,7,50,23.952929267366823,15806.0,24983.0
100520,I 40,103.58,Exit 103 Jolly Rd,109.67,Exit 109 Anvil Rock Rd,7,67,41.91881918819188,16937.5,26771.442132077285
100521,I 40,109.67,Exit 109 Anvil Rock Rd,121.08,Exit 121 SB 40 (1) - West end of Seligman,6,53,36.49344180640877,18069.0,28560.0
100522,I 40,121.08,Exit 121 SB 40 (1) - West end of Seligman,123.31,Exit 123 SB 40 (1) - East end of Seligman,8,54,23.721599424494936,16681.0,26366.0
100523,I 40,123.31,Exit 123 SB 40 (1) - East end of Seligman,139.85,Exit 139 Crookton Rd,8,61,39.26069619571074,18558.0,29333.0
100524,I 40,139.85,Exit 139 Crookton Rd,144.95,Exit 145 SB 40 (2) - West end of Ash Fork,6,60,42.67685538960287,17274.0,27304.0
100525,I 40,144.95,Exit 145 SB 40 (2) - West end of Ash Fork,146.27,Exit 146 SR 89 / SB 40 (2) - East end of Ash Fork,6,55,40.94077711098988,16497.0,26076.0
100526,I 40,146.27,Exit 146 SR 89 / SB 40 (2) - East end of Ash Fork,148.26,Exit 148 County Line Rd,9,50,38.52392538523925,18495.0,29234.0
100527,I 40,148.26,Exit 148 County Line Rd,149.15,Exit 149 Monte Carlo Rd,7,56,41.61458029090484,17119.0,27800.0
100528,I 40,149.15,Exit 149 Monte Carlo Rd,151.81,xit 151 Welch Rd,7,54,43.87874727851281,17913.0,29089.0
100529,I 40,151.81,Exit 151 Welch Rd,157.79,Exit 157 Devil Dog Rd,8,51,37.902441521216154,19537.0,31727.0
100530,I 40,157.79,Exit 157 Devil Dog Rd,161.97,Exit 161 West Williams,6,54,36.77856162113537,21121.0,34299.0
100531,I 40,161.97,Exit 161 West Williams,163.55,Exit 163 Grand Canyon Blvd,8,54,40.77653907408425,18209.0,29570.0
100532,I 40,163.55,Exit 163 Grand Canyon Blvd,166.01,Exit 165 SR 64 - East end of Williams,6,54,34.25140919297924,21821.0,35436.0
100533,I 40,166.01,Exit 165 SR 64 - East end of Williams,167.53,Exit 167 Garland Prarie Rd,7,50,33.86278113240571,22854.0,37113.0
100534,I 40,167.53,Exit 167 Garland Prarie Rd,171.67,Exit 171 Pittman Valley Rd,6,55,35.79148994390478,21927.0,35608.0
100535,I 40,171.67,Exit 171 Pittman Valley Rd,178.22,Exit 178 Parks Rd / Garland Prarie Rd,6,53,36.7283950617284,20736.0,33674.0
100536,I 40,178.22,Exit 178 Parks Rd / Garland Prarie Rd,185.11,Exit 185 Transwestern Rd,6,53,39.0146350331788,22002.0,35730.0
100537,I 40,185.11,Exit 185 Transwestern Rd,190.52,Exit 190 A-1 Mountain Rd,8,50,38.71575869498307,25992.0,42209.0
100538,I 40,190.52,Exit 190 A-1 Mountain Rd,191.67,Exit 192 Historic Route 66,7,52,33.68035017153673,25359.0,41181.0
100539,I 40,191.67,Exit 192 Historic Route 66,192.55,Exit 192 Flagstaff Ranch Rd,6,60,36.37173396674584,23576.0,34999.0
100540,I 40,192.55,Exit 192 Flagstaff Ranch Rd,195.44,Exit 195 I-17 (Exit 345) - Flagstaff,8,53,20.41397053091136,25654.0,38083.0
100541,I 40,195.44,Exit 195 I-17 (Exit 345) - Flagstaff,198.35,Exit 198 Butler Ave,8,51,21.142714282966978,51999.0,77193.0
100542,I 40,198.35,Exit 198 Butler Ave,201.1,Exit 201 SB 40 (4) / Country Club,8,54,26.3321705345393,47873.0,71067.0
100543,I 40,201.1,Exit 201 SB 40 (4) / Country Club,204.86,Exit 204 Walnut Canyon Rd,6,51,46.118140777007696,31454.0,46693.0
100544,I 40,204.86,Exit 204 Walnut Canyon Rd,207.29,Exit 207 Cosnino Rd,9,62,28.682015081020374,24932.0,40488.0
100545,I 40,207.29,Exit 207 Cosnino Rd,211.16,Exit 211 Winona Rd,6,51,51.281003554938096,24473.0,39742.0
100546,I 40,211.16,Exit 211 Winona Rd,219.58,Exit 219 Twin Arrows Rd / Pollock Ranch Rd,7,53,49.63643627646824,25030.0,40647.0
100547,I 40,219.58,Exit 219 Twin Arrows Rd / Pollock Ranch Rd,225.07,Exit 225 Buffalo Range Rd,6,50,46.45719489981785,21960.0,35661.0
100548,I 40,225.07,Exit 225 Buffalo Range Rd,230.45,Exit 230 Canyon Diablo Rd / Two Guns,7,50,49.63217479406193,22701.0,36865.0
100549,I 40,230.45,Exit 230 Canyon Diablo Rd / Two Guns,233.88,Exit 233 Meteor Crater Rd / Sunshine Rd,7,52,45.68596530750169,22195.0,36043.0
100550,I 40,233.88,Exit 233 Meteor Crater Rd / Sunshine Rd,239.67,Exit 239 Dennison Rd / Meteor City Rd,8,50,51.04087137985444,19647.0,31905.0
100551,I 40,239.67,Exit 239 Dennison Rd / Meteor City Rd,245.41,Exit 245 SR 99 North / Leupp Rd,7,50,49.30654748191494,21703.0,35244.0
100552,I 40,245.41,Exit 245 SR 99 North / Leupp Rd,252.13,Exit 252 SB 40 (6) / Hipkoe Dr,5,52,43.24635298952126,24335.0,39518.0
100553,I 40,252.13,Exit 252 SB 40 (6) / Hipkoe Dr,253.63,Exit 253 North Park Dr,7,55,46.512250635961976,22407.0,39212.0
100554,I 40,253.63,Exit 253 North Park Dr,255.75,Exit 255 SB 40 (6) / Oak Rd,7,51,45.08092534530972,23602.0,41304.0
100555,I 40,255.75,Exit 255 SB 40 (6) / Oak Rd,257.7,Exit 257 SR 87 North,7,51,44.95382172259602,23929.0,41876.0
100556,I 40,257.7,Exit 257 SR 87 North,264.77,Exit 264 Hibbard Rd,8,55,34.89292364990689,21480.0,37400.0
100557,I 40,264.77,Exit 264 Hibbard Rd,269.99,Exit 269 Jackrabbit Rd,6,58,39.682076101468624,23968.0,41732.0
100558,I 40,269.99,Exit 269 Jackrabbit Rd,274.74,Exit 274 SB 40 (7) - West end of Joseph City,7,51,45.00521471001678,22053.0,38398.0
100559,I 40,274.74,Exit 274 SB 40 (7) - West end of Joseph City,277.08,Exit 277 SB 40 (7) - East end of Joseph City,7,55,47.09291543026706,21568.0,37553.0
100560,I 40,277.08,Exit 277 SB 40 (7) - East end of Joseph City,280.65,Exit 280 Hunt Rd,6,50,42.65414658467675,24068.0,41906.0
100561,I 40,280.65,Exit 280 Hunt Rd,283.66,Exit 283 Perkins Valley,8,52,46.28738560241532,21198.0,36909.0
100562,I 40,283.66,Exit 283 Perkins Valley,285.18,Exit 285 SB 40 (8) / Hopi Dr - West end of Holbrook,6,53,39.89603638726445,23085.0,40195.0
100563,I 40,285.18,Exit 285 SB 40 (8) / Hopi Dr - West end of Holbrook,286.89,Exit 286 SB 40 (8) / Navajo Rd,7,54,41.74256383258752,18995.0,33073.0
100564,I 40,286.89,Exit 286 SB 40 (8) / Navajo Rd,289.51,Exit 289 SB 40 (8) / SR 77 - East end of Holbrook,6,53,42.5893024125678,21388.0,37240.0
100565,I 40,289.51,Exit 289 SB 40 (8) / SR 77 - East end of Holbrook,292.81,Exit 292 SR 77 North,10,50,40.420906567992596,21620.0,37644.0
100566,I 40,292.81,Exit 292 SR 77 North,294.53,Exit 294 Sun Valley Rd / Arntz Rd,6,50,41.59802306425041,21852.0,38048.0
100567,I 40,294.53,Exit 294 Sun Valley Rd / Arntz Rd,300.54,Exit 300 Goodwater Rd,8,52,50.778417573043285,18756.0,32657.0
100568,I 40,300.54,Exit 300 Goodwater Rd,303.62,Exit 303 Adamana Rd,7,54,47.67177459218982,20230.0,35224.0
100569,I 40,303.62,Exit 303 Adamana Rd,311.56,Exit 311 Petrified Forest Rd / Painted Desert,6,54,44.865855521050754,19643.0,35246.0
100570,I 40,311.56,Exit 311 Petrified Forest Rd / Painted Desert,320.01,Exit 320 Pinto Rd,6,52,43.19166151063729,21011.0,37701.0
100571,I 40,320.01,Exit 320 Pinto Rd,325.9,Exit 325 Navajo Rd,9,52,41.386861313868614,21920.0,39332.0
100572,I 40,325.9,Exit 325 Navajo Rd,330.01,Exit 330 McCarroll Rd,6,51,41.50094353316882,20667.0,37083.0
100573,I 40,330.01,Exit 330 McCarroll Rd,333.41,Exit 333 US 191 North - Chambers,7,50,37.84805281791216,20902.0,37505.0
100574,I 40,333.41,Exit 333 US 191 North - Chambers,339.52,Exit 339 US 191 South - Sanders,7,60,43.357353090429314,19706.0,35359.0
100575,I 40,339.52,Exit 339 US 191 South - Sanders,341.82,Exit 341 Ortega Rd,6,54,39.99427543343147,24456.0,43882.0
100576,I 40,341.82,Exit 341 Ortega Rd,343.84,Exit 343 Querino Rd,5,55,39.28769291650178,25270.0,45343.0
100577,I 40,343.84,Exit 343 Querino Rd,346.56,Exit 346 Pine Springs Rd,6,51,41.1965941918808,26308.0,47205.0
100578,I 40,346.56,Exit 346 Pine Springs Rd,348.21,Exit 348 Houck,6,53,40.545974789266104,25862.0,46405.0
100579,I 40,348.21,Exit 348 Houck,351.35,Exit 351 Allentown Rd,6,51,37.74295914319715,25210.0,45235.0
100580,I 40,351.35,Exit 351 Allentown Rd,354.62,Exit 354 Hawthorne Rd,7,51,42.01763858891289,22224.0,39877.0
100581,I 40,354.62,Exit 354 Hawthorne Rd,357.53,Exit 357 Window Rock,8,50,45.13000203128174,19692.0,35334.0
100582,I 40,357.53,Exit 357 Window Rock,359.18,Exit 359 Grants,7,52,43.09311309444519,22521.0,40410.0
100583,I 40,359.18,Exit 359 Grants,359.63,New Mexico State Line,6,61,44.365568716534156,24652.0,44234.0
102322,SR 24,0,Exit 1 SR 202 (Exit 34A),0.05,Exit 1A Ellsworth Rd,8,59,6.401961326476065,54249.0,71909.0
100669,SR 51,0,Exit 1 I-10 (Exit 147),0.22,Exit 1A SR 202 (Exit 1471A),8,56,20.985638226477562,44702.0,59254.0
100670,SR 51,0.22,Exit 1A SR 202,0.56,Exit 1B McDowell Rd,8,56,14.524966647608156,83952.0,111281.0
100671,SR 51,0.56,Exit 1B McDowell Rd,1.52,Exit 2 Thomas Rd,8,53,7.01187760365007,161312.0,213824.0
100672,SR 51,1.52,Exit 2 Thomas Rd,2.62,Exit 3 Indian School Rd,8,54,7.6781192772757025,151261.0,200501.0
100673,SR 51,2.62,Exit 3 Indian School R,3.38,Exit 4A Highland Ave,8,51,7.688555817003803,151719.0,201108.0
100674,SR 51,3.38,Exit 4A Highland Ave,3.87,Exit 4B Colter St,7,59,6.698033707865168,142400.0,188756.0
100675,SR 51,3.87,Exit 4B Colter St,4.62,Exit 5 Bethany Home Rd,9,54,8.204193937758184,133383.0,176803.0
100676,SR 51,4.62,Exit 5 Bethany Home Rd,5.68,Exit 6 Glendale Ave / Lincoln Dr,9,57,7.159215925052067,144527.0,191575.0
100677,SR 51,5.68,Exit 6 Glendale Ave / Lincoln Dr,7.01,Exit 7 Northern Ave,9,56,8.199800768464494,140540.0,186290.0
100678,SR 51,7.01,Exit 7 Northern Ave,9.07,Exit 8 32nd St,9,55,7.357635134254855,153514.0,203487.0
100679,SR 51,9.07,Exit 8 32nd St,9.54,Exit 9 Shea Blvd,10,58,6.3435388694090475,140316.0,185993.0
100680,SR 51,9.54,Exit 9 Shea Blvd,10.53,Exit 10 Cactus Rd,9,55,7.244888156484855,135323.0,179375.0
100681,SR 51,10.53,Exit 10 Cactus Rd,11.55,Exit 11 Thunderbird Rd,10,54,7.703066631917296,115110.0,152582.0
100682,SR 51,11.55,Exit 11 Thunderbird Rd,12.58,Exit 12 Greenway Rd,9,50,6.096879014584751,132330.0,175407.0
100683,SR 51,12.58,Exit 12 Greenway Rd,13.6,Exit 13 Bell Rd,9,53,6.630233419785106,107960.0,143104.0
100684,SR 51,13.6,Exit 13 Bell Rd,14.52,Exit 14 Union Hills Dr,5,51,6.398383852102096,117811.0,156162.0
100685,SR 51,14.52,Exit 14 Union Hills Dr,15.9,Exit 15 SR 101,9,52,6.3983789556312125,109559.0,145224.0
100703,SR 61,352.88,US 60,368.84,Mobile Dr,10,65,11.977856064418722,1987.0,3885.0
100704,SR 61,368.84,Mobile Rd,372.29,SR 180A - Concho,12,65,8.69967607589079,2161.0,4225.0
100705,SR 61,372.29,SR 180A - Concho,381.86,US 180,9,60,10.296684118673648,1719.0,3361.0
100706,SR 61,416.49,US 191 - Witch Well,430.26,New Mexico State Line,14,62,40.476190476190474,168.0,328.0
100707,SR 64,185.46,I-40 (Exit 167) - East of Williams,191.09,Spring Valley Rd,9,50,12.143359100491919,7115.0,8308.0
100708,SR 64,191.09,Spring Valley Rd,213.46,US 180 - Valle,9,52,18.35197934595525,4648.0,5427.0
100709,SR 64,213.46,US 180 East - Valle,234.64,Grand Canyon Airport Rd (Old SS 64),14,67,10.051047350818518,5681.0,6633.0
100710,SR 64,234.64,Grand Canyon Airport Rd (Old SS 64),237.08,Entrance Rd / Road to Grand Canyon Park HQ,14,53,3.2553255325532557,6666.0,7783.0
100711,SR 64,267.98,Road to Cendar Canyon / Desert View,295.83,US 89,10,50,12.398753894080997,1605.0,2129.0
100712,SR 66,56.44,I-40 (Exit 53) - Kingman,58.28,Castle Rock Rd,9,50,6.025326797385621,14688.0,21094.0
100713,SR 66,58.28,Castle Rock Rd,61.15,Industrial Pkwy,7,57,9.195136965220067,12996.0,18664.0
100714,SR 66,61.15,Industrial Parkway,61.68,MP 61.68,7,67,6.593898183770243,11177.0,16728.0
100715,SR 66,61.68,MP 61.68,71.09,Concho Dr,7,54,14.945867441246369,3787.0,5668.0
100716,SR 66,71.09,Concho Dr,74.77,Antares Rd,7,62,15.581162324649297,1996.0,2987.0
100717,SR 66,74.77,Antares Rd,110.54,BIA Rte 18 (To Hualapai Hilltop),10,71,14.546783625730994,1368.0,2047.0
100718,SR 66,110.54,BIA Rte 18 (To Hualapai Hilltop),123.17,Coconino / Yavapai County Line / Old US 66,11,67,17.208077260755047,1139.0,1762.0
100722,SR 67,579.36,US 89A - Jacob Lake,610.26,Grand Canyon National Park - North Rim Entrance,12,72,85.23809523809524,210.0,325.0
100723,SR 68,0,SR 95 / Main St / Locust Blvd - Bullhead City,1.36,Davis Dam Rd,9,50,8.46035174328911,16205.0,22118.0
100724,SR 68,1.36,Davis Dam Rd,2.49,Landon Dr,7,52,10.203730765924526,11633.0,15877.0
100725,SR 68,2.49,Landon Dr,4.09,La Puerta Rd,7,51,10.90560613320556,10435.0,14242.0
100726,SR 68,4.09,La Puerta Rd,17.8,Estrella Rd,9,52,17.38938053097345,9040.0,13227.0
100727,SR 68,17.8,Estrella Rd,21.79,Verde Rd,7,50,6.170421155729676,11231.0,16432.0
100728,SR 68,21.79,Verde Rd,27.47,US 93,7,51,4.426073131955485,15725.0,23008.0
100735,SR 69,262.58,I-17 (Exit 262) - Cordes Junction,265.31,Spring Ln - Spring Valley,10,57,6.051803437424352,16524.0,25216.0
100736,SR 69,265.31,Spring Ln - Spring Valley,270.7,Central Ave,5,54,12.890746864665875,16027.0,24458.0
100737,SR 69,270.7,Central Ave,272,Central Ave - N side of Mayer,7,62,16.900205058099797,11704.0,17861.0
102313,SR 69,272,Central Ave - N side of Mayer,275.05,Poland Junction Rd,10,51,8.504769566716469,17402.0,26556.0
102314,SR 69,275.05,Poland Junction Rd,279.1,Main St - Humboldt,6,55,12.245237040319006,18056.0,27554.0
100738,SR 69,279.1,Main St - Humboldt,279.98,Rockey Hill Rd,6,58,12.925434456720893,18011.0,29734.0
100757,SR 69,279.98,Rockey Hill Rd,281.07,SR 169 - Dewey,9,66,13.120899718837864,20273.0,33469.0
100739,SR 69,281.07,SR 169 - Dewey,283.51,Fain Rd / Western Way,7,55,7.980679114699734,41613.0,68699.0
